StationName,Balance_0,Balance_1,Balance_2,Balance_3,Balance_4,Balance_5,Balance_6,Balance_7,Balance_8,Balance_9,Balance_10,Balance_11,Balance_12,Balance_13,Balance_14,Balance_15,Balance_16,Balance_17,Balance_18,Balance_19,Balance_20,Balance_21,Balance_22,Balance_23,Total_0,Total_1,Total_2,Total_3,Total_4,Total_5,Total_6,Total_7,Total_8,Total_9,Total_10,Total_11,Total_12,Total_13,Total_14,Total_15,Total_16,Total_17,Total_18,Total_19,Total_20,Total_21,Total_22,Total_23
E 85 St & 3 Ave,-1,2,-1,1,0,-4,3,3,-67,-10,-12,-10,5,-6,15,-4,15,42,-2,4,4,-2,-3,-1,5,4,1,1,0,4,23,66,131,59,40,38,28,52,56,48,66,83,72,32,46,28,31,15
S Portland Ave & Hanson Pl,-3,1,1,0,0,0,1,-1,-4,-4,-5,-1,-7,5,0,1,-8,4,12,3,-6,0,0,1,3,1,1,0,0,0,5,4,22,18,15,9,9,9,17,9,15,21,16,21,10,8,10,3
Harrison St & Hudson St,4,-1,-1,0,0,-1,13,38,49,9,-3,-10,-3,4,-11,-3,-17,-23,-46,-5,-7,2,3,-4,4,1,1,0,0,1,21,62,87,53,15,36,27,36,29,50,39,91,80,63,24,6,15,4
Water - Whitehall Plaza,0,0,0,0,1,3,20,50,68,2,3,-4,-5,0,-1,-14,-23,-69,-13,-8,-1,-1,-2,3,0,0,0,0,1,3,24,66,78,16,17,20,45,30,66,40,65,114,55,24,5,7,4,3
Willoughby St & Fleet St,0,2,1,0,-1,0,26,14,44,1,-4,0,0,-9,1,-3,-8,-14,-36,-3,-18,-7,-2,-3,0,2,1,0,1,2,26,28,66,33,12,12,12,18,17,15,20,34,44,13,20,15,2,5
Cherry St,0,1,0,0,0,0,-11,-22,-38,-14,2,-4,-3,3,0,10,12,25,15,3,8,0,-1,2,2,1,0,1,0,0,11,22,42,24,18,15,12,11,21,24,39,56,35,25,16,18,9,2
Bank St & Washington St,0,-1,1,0,0,-3,-13,-32,-55,-20,7,7,1,0,4,8,21,20,58,4,0,-2,-2,-3,4,1,1,0,0,3,23,60,107,49,31,43,48,54,59,76,67,105,125,55,26,26,22,11
Clinton Ave & Flushing Ave,0,0,1,0,0,0,2,11,9,-29,0,2,-4,-2,-7,-1,-1,-3,7,2,3,-4,1,-2,0,0,1,0,0,0,4,13,13,43,10,10,26,32,15,7,13,11,25,12,19,6,1,2
5 Ave & E 73 St,4,1,1,0,0,0,8,4,0,4,9,6,2,-20,11,-12,-10,-18,-10,-1,1,-2,-1,-2,4,1,1,0,0,0,16,30,54,56,75,136,108,107,153,178,137,105,66,35,23,14,18,12
Leonard St & Grand St,2,-2,0,0,-1,0,-2,-2,-13,-13,-2,-1,-1,1,-3,2,2,1,14,10,-2,-3,-1,3,2,2,2,0,1,0,2,4,15,15,12,5,1,5,13,6,8,11,24,30,10,5,3,5
Hope St & Union Ave,0,-2,0,-1,0,0,-1,0,1,-9,-4,-5,-1,-2,1,2,4,0,13,8,6,-2,-4,0,6,6,2,1,0,2,9,14,15,15,6,10,12,8,11,10,13,8,21,16,11,12,10,6
Fulton St & Utica Ave,1,1,1,0,0,0,6,3,6,4,4,1,-1,0,1,2,1,-3,-7,-5,0,0,-1,-1,1,1,1,0,0,0,6,5,6,8,9,10,1,6,3,10,7,12,11,11,8,10,7,5
Old Slip & Front St,1,0,1,0,0,1,30,63,149,125,9,2,-6,5,-3,-14,-61,-90,-54,-6,-7,-3,4,1,1,0,1,0,0,1,34,75,167,141,22,14,47,35,32,30,101,134,66,22,15,5,6,2
Broad St & Bridge St,-1,2,-1,0,0,0,14,56,171,57,8,3,-2,-1,-8,-24,-40,-73,-7,-7,3,-2,-2,-3,1,2,1,0,0,0,18,56,183,71,20,7,29,29,30,37,54,104,31,19,15,6,4,3
Washington Park,4,2,0,0,0,0,-9,-17,-25,-20,-1,-8,-4,-4,-3,0,-2,13,9,10,9,8,9,-2,4,2,0,0,0,0,9,21,27,24,5,12,10,6,7,8,8,17,23,26,17,8,13,2
Metropolitan Ave & Bedford Ave,-5,-2,1,0,1,-2,4,-2,-20,-4,4,-1,9,-1,1,5,-6,8,19,5,-6,7,-13,-6,9,4,3,0,1,2,10,14,24,23,16,23,27,23,35,29,35,36,53,41,44,27,29,26
State St & Smith St,1,0,-2,0,1,3,-9,-2,-15,-22,-6,2,-1,8,1,6,12,18,24,-2,-2,-2,-1,-2,1,2,2,0,1,3,13,18,54,44,26,20,19,23,21,35,58,62,75,40,20,20,9,14
3 Ave & E 62 St,-1,-1,-2,0,-1,1,-3,-3,-18,-26,7,-2,3,-6,-5,0,-10,-6,-14,-20,-13,-10,-5,1,11,3,2,0,1,7,25,31,84,85,51,53,45,33,53,42,56,124,105,70,45,24,25,14
Broadway & W 37 St,-2,-4,0,-2,0,1,-4,-4,57,-1,16,6,-4,-18,-1,7,-3,-44,-5,-9,-7,-13,-9,-4,4,4,2,2,0,3,20,74,175,129,56,56,88,61,57,41,73,123,49,45,51,28,19,6
Clermont Ave & Park Ave,0,1,0,0,0,0,-5,-12,-13,-9,-3,-1,0,0,-2,-3,3,3,6,4,7,2,4,3,0,1,0,0,0,0,5,20,25,11,3,1,2,2,2,6,9,13,12,13,11,6,4,5
Penn Station Valet,0,0,0,0,0,0,-155,-540,-633,-252,-14,0,0,0,4,30,193,538,87,0,0,0,0,0,0,0,0,0,0,0,161,554,642,267,17,0,0,0,4,30,195,542,87,0,0,0,0,0
Franklin St & Dupont St,2,0,0,0,-1,0,-4,-8,-19,-12,0,-5,-2,-2,1,9,-2,4,4,5,6,6,2,1,2,0,0,0,1,0,4,16,31,24,10,11,10,11,9,19,14,18,17,11,14,8,4,5
Myrtle Ave & Marcy Ave,0,-1,-2,0,0,0,6,0,3,10,-4,-1,0,0,2,0,-1,-7,-3,0,-2,-1,-6,0,0,1,2,0,0,0,6,0,7,14,6,7,2,2,4,6,5,11,11,10,6,7,10,2
Henry St & Atlantic Ave,-2,0,0,0,0,-3,-11,-22,-45,-5,-10,6,-1,-3,9,4,2,33,26,5,3,1,4,0,10,2,0,0,0,3,17,32,63,19,13,12,7,11,15,24,26,40,52,25,31,11,14,10
Broadway & Berry St,0,-2,0,0,0,0,5,-14,-14,-22,-3,3,-4,14,0,-8,-5,3,24,14,13,2,4,-7,4,2,0,0,0,0,7,20,28,30,9,21,22,33,28,32,21,27,38,38,29,34,18,13
Columbia Heights & Cranberry St,0,0,0,0,0,0,-4,2,-12,-6,4,3,-4,-4,-4,-2,-4,-5,3,2,1,2,-1,-3,0,0,0,0,0,0,4,6,22,6,4,11,21,15,22,25,12,13,13,13,13,8,7,5
E 33 St & 5 Ave,4,1,-1,0,0,2,10,32,91,28,2,1,3,-2,-6,-36,-32,-46,-12,-4,-8,-8,1,-5,8,1,1,0,0,6,36,110,222,150,116,61,99,129,112,120,140,211,116,102,60,24,19,21
Spruce St & Nassau St,-3,0,0,-1,0,2,9,5,11,21,1,-2,5,-10,18,-13,1,-13,-27,-9,-6,-3,-10,4,3,0,0,1,0,2,13,31,93,53,27,42,51,53,55,49,61,85,81,45,38,31,18,14
DeKalb Ave & S Portland Ave,0,-1,0,0,0,0,0,-13,-22,-2,-2,-1,-3,3,4,-2,3,-1,9,13,4,3,-1,2,2,3,0,0,0,0,14,17,33,8,10,9,9,5,20,16,17,15,19,19,12,9,3,10
Leonard St & Boerum St,0,1,0,0,0,0,-5,-2,-8,-5,1,0,0,-1,2,4,4,1,9,3,4,0,-3,1,0,1,0,0,0,0,5,3,11,5,1,0,0,1,2,4,6,9,9,5,4,2,7,1
Avenue D & E 12 St,1,0,0,0,0,0,-6,-25,-22,-19,-12,-3,-1,2,4,7,2,13,25,15,6,4,3,4,1,0,0,0,0,0,6,29,34,23,15,5,3,6,14,23,10,29,27,19,8,12,3,4
Kent Ave & N 7 St,-1,0,0,0,0,-2,5,3,-4,0,9,2,3,-14,9,17,11,7,8,1,0,-10,-2,-5,5,0,2,0,0,2,9,40,86,64,36,38,35,38,46,45,58,54,64,60,50,36,34,17
Avenue D & E 8 St,1,1,0,0,0,1,-8,-10,-43,-19,0,2,1,0,0,6,1,12,19,32,14,9,3,1,1,1,0,0,0,1,9,14,53,31,8,8,13,10,14,12,7,20,33,44,18,11,3,3
Leonard St & Bayard St,3,-1,0,0,0,0,9,4,3,-1,-3,-4,-1,0,-2,-3,0,-1,-1,2,2,-3,-5,-2,3,1,0,0,0,0,11,18,29,11,15,6,6,2,6,9,10,11,16,8,6,7,7,2
Lafayette Ave & Fort Greene Pl,-2,1,0,-1,0,-1,-2,-8,-11,-5,-3,1,2,-2,0,12,2,-2,14,8,3,-7,3,1,4,3,0,1,0,1,10,14,17,13,15,9,12,9,16,24,12,28,26,22,13,15,9,11
Railroad Ave & Kay Ave,0,0,0,0,0,0,1,5,-1,0,1,1,1,0,-1,1,-1,0,-2,-3,0,0,0,0,0,0,0,0,0,0,1,5,1,0,1,1,1,0,1,1,1,4,2,3,2,0,0,0
Park Ave & St Edwards St,0,0,0,0,0,0,-3,0,-6,-3,0,-3,0,0,2,-1,1,2,4,0,1,0,0,0,0,0,0,0,0,0,3,2,6,3,0,3,0,0,2,7,1,2,6,0,3,0,0,0
Union Ave & Wallabout St,2,0,0,0,0,0,-4,4,-3,6,3,-1,1,-1,-5,-4,-2,0,1,0,3,-3,1,0,2,4,4,0,0,0,4,6,3,6,9,5,5,5,7,4,8,7,5,4,7,3,2,0
Lewis Ave & Madison St,2,3,-1,0,0,0,-4,-5,-19,-19,-5,0,-4,-1,2,-2,3,2,11,8,3,7,4,2,2,3,1,0,0,0,6,7,19,23,7,2,4,3,5,8,7,11,13,14,5,9,7,2
Lexington Ave & Classon Ave,1,2,-1,0,0,0,-2,-4,-13,-12,-2,0,0,-1,1,-4,0,3,16,2,-4,4,7,4,1,2,1,0,0,0,2,5,17,18,6,4,2,3,3,4,4,9,20,18,10,8,9,4
DeKalb Ave & Skillman St,0,1,0,0,0,2,1,-2,-9,-13,0,-3,-4,0,-4,0,2,8,12,9,9,1,3,-3,0,1,0,0,0,2,3,2,13,13,14,9,12,12,18,12,2,8,20,23,13,3,13,5
Emerson Pl & Myrtle Ave,-1,1,0,0,0,-2,-8,-9,-28,-2,-6,-2,1,-7,-1,-4,10,0,3,12,0,0,3,9,1,3,0,0,0,2,8,11,42,26,9,4,13,11,23,16,22,18,31,24,14,8,7,9
Cadman Plaza W & Pierrepont St,0,0,0,0,0,0,6,14,7,-7,-3,0,-2,3,4,-11,-1,-7,-6,-5,-11,-2,-1,-2,0,0,0,0,0,0,6,14,35,25,9,4,10,7,4,11,5,21,22,7,11,4,1,2
Pearl St & Anchorage Pl,0,0,-1,0,0,0,-1,7,30,44,9,3,1,3,-7,2,-7,-25,-37,-12,-8,1,2,-3,2,0,2,0,0,0,1,9,40,58,23,13,27,23,21,22,19,53,61,34,12,11,8,4
Clermont Ave & Lafayette Ave,-1,0,0,1,0,-1,-9,-6,-36,-21,1,1,-3,-2,1,-4,3,9,13,11,7,5,6,1,2,2,0,1,0,1,9,8,38,23,1,3,7,6,3,10,5,23,23,17,13,9,8,4
Duffield St & Willoughby St,-1,0,0,0,1,0,8,12,44,22,4,-5,9,-12,-6,-1,-19,-40,-14,-5,-1,-2,2,1,1,0,0,0,1,0,8,18,69,34,10,17,24,25,18,12,27,56,30,7,1,6,6,1
46 Ave & 5 St,0,0,0,0,0,0,-4,-17,-33,-16,-6,-5,4,-1,4,9,15,17,20,17,12,13,5,2,2,0,0,0,0,0,4,21,37,28,14,15,22,19,16,26,29,35,41,31,22,23,7,4
45 Rd & 11 St,2,0,-2,2,0,0,4,2,-2,4,-3,2,0,-2,-4,1,2,-2,2,-3,-7,0,-4,-1,2,0,2,2,0,0,4,15,22,10,9,8,10,13,10,7,6,12,14,17,13,10,4,3
Grand St & Greene St,-1,1,0,0,0,-1,3,10,78,60,11,7,14,3,-5,1,-8,-14,-63,-34,-17,2,-6,-5,3,3,0,0,0,1,5,42,110,102,48,53,52,73,76,75,65,123,149,100,49,22,16,13
Fulton St & Rockwell Pl,-2,-3,0,0,0,3,2,19,42,23,11,-2,-3,4,-3,1,5,-5,-12,-13,-15,-7,-4,-4,4,3,0,0,0,3,4,25,62,63,19,14,11,8,9,6,13,25,27,25,17,11,6,8
Union Ave & Jackson St,2,1,0,0,0,0,1,-4,-9,-3,-1,-3,-3,2,0,1,2,5,10,3,0,2,-3,-1,6,1,0,0,0,0,1,10,13,17,9,5,7,2,4,5,8,11,17,15,12,12,5,7
Monroe St & Classon Ave,1,0,0,0,0,0,-1,-9,-12,-4,-3,-2,0,0,-4,-1,1,0,2,3,0,0,0,0,1,0,0,0,0,0,1,9,12,8,3,2,2,0,5,3,7,8,4,8,4,0,2,0
Market St & Cherry St,1,0,-1,0,0,0,-3,-16,-36,-33,-7,-4,-6,12,6,1,5,27,27,8,-2,7,2,0,1,0,1,0,0,2,5,18,52,42,18,8,12,16,22,25,31,49,39,28,28,29,20,6
India St & East River,1,0,1,0,0,-1,-2,-2,18,2,2,-4,-5,-1,4,-3,-6,-6,-2,0,0,1,-1,0,1,0,1,0,0,1,2,10,22,10,8,4,13,5,6,11,13,16,6,6,4,1,1,0
Albany Ave & Fulton St,-2,0,0,0,0,0,0,-4,2,2,-2,-1,-1,-3,1,-2,1,2,2,3,1,0,-1,-1,2,0,0,0,0,0,1,6,2,2,2,1,1,3,1,4,3,5,2,3,1,0,1,1
Bushwick Ave & Powers St,-1,1,0,0,0,0,-6,3,-6,-11,-4,0,1,-3,-1,-2,5,4,3,7,5,2,0,3,9,1,0,0,0,0,6,16,16,27,10,3,9,5,13,7,13,10,15,21,15,12,12,9
Clinton St & Tillary St,0,0,0,1,-3,0,0,5,-9,-14,0,-3,3,4,6,2,-2,0,11,-3,-6,0,-4,1,0,0,0,1,3,2,2,17,39,21,18,15,20,12,24,32,31,28,23,14,12,8,12,11
Greene Ave & Throop Ave,5,0,0,0,0,0,0,-11,-5,-12,-3,0,-1,-6,-2,-1,2,1,8,3,1,4,5,8,5,0,0,0,0,0,0,11,11,12,5,4,5,6,2,1,4,5,12,7,9,4,5,8
Macon St & Nostrand Ave,2,-2,0,0,-1,-1,5,11,17,12,2,1,2,0,4,-4,-3,-1,-1,-9,-16,-8,1,-2,4,2,2,0,1,1,7,17,35,30,12,9,14,12,8,14,11,20,20,17,24,16,11,8
Myrtle Ave & St Edwards St,0,-1,0,0,0,0,-2,-6,-10,-7,-1,-1,3,-4,1,7,-8,13,4,-2,4,-1,2,3,0,1,0,0,0,0,4,10,22,9,5,1,3,6,3,13,14,21,14,18,8,3,6,7
Sands St & Navy St,0,0,0,0,0,0,0,2,5,7,6,0,1,1,2,1,-4,-2,-4,-2,-4,-1,0,0,0,0,0,0,0,0,0,7,7,7,10,4,3,5,6,7,4,6,4,2,4,1,0,0
Old Fulton St,0,0,-1,0,0,0,1,6,14,9,18,17,11,18,-17,-20,5,-22,-5,-1,-8,-3,-3,1,0,0,1,0,0,0,3,9,24,31,30,37,53,56,47,55,48,61,28,35,18,11,5,1
Bedford Ave & Nassau Ave,-4,-2,0,0,0,0,0,1,-12,-14,-8,-5,-6,13,-8,-6,-4,8,8,21,4,2,2,1,5,2,0,1,0,0,6,11,51,38,20,22,20,20,21,30,19,30,64,43,48,26,18,19
31 St & Thomson Ave,0,-1,0,0,0,0,0,6,-1,0,2,-2,0,0,0,2,-4,-3,-4,-1,2,-1,2,3,2,1,0,0,0,0,0,6,9,0,2,2,2,2,4,4,6,9,10,7,2,1,4,3
Frost St & Meeker St,1,-3,0,0,0,0,0,-5,-5,0,-2,1,-6,2,3,-3,0,4,11,-6,-3,4,2,-1,1,3,0,0,0,0,0,7,7,6,2,5,10,4,5,9,6,10,15,10,5,8,8,5
Willoughby Ave & Hall St,2,1,1,0,0,0,-1,-12,-23,-19,-5,-1,-1,-3,-9,-2,6,1,20,8,9,8,6,10,2,1,1,0,0,0,1,12,45,31,7,7,9,16,15,8,16,18,32,31,15,12,14,14
Cadman Plaza E & Tillary St,-2,-2,0,0,0,-1,-2,3,-9,-4,2,-2,10,-2,9,6,-2,-4,2,-6,-4,0,3,0,2,2,0,0,0,1,4,9,17,18,16,8,27,31,39,30,26,12,28,11,6,2,5,0
Lorimer St & Broadway,3,2,0,0,0,0,0,-1,-7,1,0,0,-2,-2,5,-2,2,-2,1,1,1,-2,5,1,3,2,0,0,0,0,0,1,15,13,6,6,4,4,7,4,6,8,9,11,5,6,5,3
Graham Ave & Herbert St,5,2,1,1,1,0,0,-2,-7,-5,-6,-3,-1,-1,0,0,1,1,3,-2,1,4,3,4,5,2,1,1,1,0,4,2,7,5,6,3,7,5,4,4,3,5,7,6,5,6,4,6
Halsey St & Tompkins Ave,4,-2,1,0,2,-1,-4,-9,-6,-2,-2,2,-1,2,-5,-2,1,0,7,0,3,6,0,0,4,2,1,0,2,1,4,9,9,6,12,2,3,4,7,6,7,8,15,0,8,10,6,2
3 Ave & Schermerhorn St,0,0,0,0,0,0,0,3,-10,-12,-5,1,-2,-7,0,0,-2,-1,13,1,5,2,6,4,0,0,0,0,0,0,0,5,18,16,10,11,2,11,0,2,4,23,23,17,11,12,12,4
Humboldt St & Varet St,1,1,0,0,0,0,-1,-6,-7,4,-3,-3,3,-5,-2,2,-4,0,7,0,6,2,3,9,1,1,0,0,0,0,1,8,13,8,7,3,7,9,8,6,6,4,11,14,8,14,7,9
Graham Ave & Withers St,0,-1,0,-1,1,-2,-2,0,-5,-16,-1,-4,2,-1,2,0,-2,5,7,1,-1,1,4,-1,0,1,0,1,1,2,2,8,13,22,5,6,4,3,6,6,6,7,11,11,13,9,4,7
Franklin Ave & Myrtle Ave,0,3,1,0,0,0,0,1,1,-10,-5,-2,7,-4,5,-5,-2,0,5,7,1,4,5,1,0,3,1,0,0,0,0,7,5,15,5,4,19,14,11,13,2,6,11,11,3,4,9,3
Park Ave & Marcus Garvey Blvd,0,1,0,0,0,0,0,1,2,-3,4,0,2,1,2,1,-2,1,0,1,-1,-9,-3,1,0,1,0,0,0,0,0,1,2,3,6,8,4,3,4,1,2,1,6,9,5,9,3,1
Putnam Ave & Nostrand Ave,0,1,1,0,0,0,0,-2,-10,-4,-4,-3,0,-2,-2,1,0,2,2,-3,4,3,6,-2,0,3,1,0,0,0,0,4,10,6,4,5,2,4,8,3,2,6,4,5,6,3,10,6
Brooklyn Bridge Park - Pier 2,0,0,0,0,0,0,0,2,3,-1,3,-1,7,-3,-4,0,-4,-6,5,0,0,2,0,0,1,0,0,0,0,0,2,3,3,1,3,5,11,23,15,18,9,18,11,3,4,4,2,0
Nassau St & Navy St,0,-1,1,0,0,-2,-1,1,4,0,-2,8,0,2,0,-4,2,-1,-2,3,-3,3,2,1,2,1,1,0,0,2,3,5,32,14,10,10,24,8,6,4,20,23,12,15,7,5,2,9
Hancock St & Bedford Ave,1,0,1,0,0,0,0,-4,-14,-6,-4,-2,-2,-2,-2,0,1,3,0,2,7,1,1,7,1,0,1,0,0,0,0,6,18,14,6,8,4,4,2,0,5,5,16,8,9,7,3,9
Lewis Ave & Decatur St,4,0,0,0,0,0,0,0,-2,-4,-2,0,-1,-1,1,-5,0,2,2,3,0,-1,0,0,4,0,0,0,0,0,0,0,2,4,4,2,1,3,3,5,2,2,4,7,1,1,2,4
Greene Ave & Nostrand Ave,0,2,0,0,0,0,0,-2,-8,-3,0,-4,1,-4,-3,1,1,1,2,2,7,1,1,0,0,2,0,0,0,0,0,2,12,7,2,4,3,6,5,5,7,5,10,8,9,5,1,0
Jay St & Tech Pl,1,1,0,0,0,0,4,32,46,0,14,1,1,-2,5,-4,-24,-3,-23,-14,-17,-4,-1,-1,1,1,0,0,0,0,10,34,70,51,26,45,46,52,41,54,79,84,79,30,35,10,7,9
Marcus Garvey Blvd & Macon St,2,1,0,0,0,0,0,-1,1,-5,-2,-2,-1,0,-1,2,0,-2,-1,3,5,1,0,0,2,1,0,0,0,0,0,1,5,5,2,6,1,4,3,2,4,8,3,7,5,3,0,2
McGuinness Blvd & Eagle St,-2,0,0,0,0,0,-2,-9,-20,-18,-2,0,4,-1,-4,-1,11,6,1,9,7,3,1,6,10,0,0,0,0,0,2,9,24,20,8,2,6,7,8,10,19,20,11,21,19,13,7,6
Kingston Ave & Herkimer St,-2,2,0,0,0,0,0,0,-3,-1,0,1,0,-1,1,1,1,1,1,-1,4,1,-2,-1,2,2,0,0,0,0,1,0,7,1,5,1,2,1,3,3,1,5,3,1,4,7,2,1
Kosciuszko St & Tompkins Ave,0,0,0,0,0,0,-3,-1,-9,-10,-4,0,-5,1,-5,3,1,8,3,2,6,1,3,3,0,0,0,0,0,0,5,1,13,12,6,6,7,3,5,3,7,8,5,4,8,3,9,3
Division Ave & Hooper St,1,0,0,0,-1,0,0,0,-6,-4,-1,0,2,-1,-1,0,0,-2,10,1,1,2,-3,0,1,0,0,0,1,0,0,0,10,12,3,2,2,5,9,4,8,2,12,13,9,8,9,2
Lewis Ave & Kosciuszko St,2,0,0,0,0,0,0,-5,-6,-9,-4,0,1,-1,1,2,0,-1,5,8,2,3,2,0,2,0,0,0,0,0,0,5,6,9,6,2,5,1,2,4,4,8,5,8,6,9,2,0
NYCBS Depot - SSP,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Bedford Ave & S 9 St,0,0,0,0,-1,0,-1,1,-7,-6,1,-1,2,-1,-1,2,-6,-2,1,-3,5,3,-2,1,0,0,0,0,1,0,1,1,15,8,13,1,6,2,1,4,8,2,3,7,9,5,2,5
Willoughby Ave & Walworth St,0,0,0,0,0,0,0,-4,-14,-9,-4,-3,2,5,-5,2,-2,6,11,1,2,1,7,2,0,0,0,0,0,0,0,4,16,17,6,4,4,7,8,6,10,8,15,11,6,3,9,2
Willoughby Ave & Tompkins Ave,0,2,2,0,0,0,0,-3,-3,-12,-5,-5,-4,-1,2,1,-1,6,7,0,-1,6,3,2,0,2,2,0,0,0,0,5,3,12,5,8,4,4,4,5,7,12,7,6,9,6,5,4
N 15 St & Wythe Ave,-2,0,0,0,0,0,0,0,1,6,0,1,-3,0,0,-1,0,-1,1,-2,1,-1,2,1,4,2,0,0,0,0,0,0,5,8,10,1,5,6,8,6,2,3,11,6,5,1,6,1
Tompkins Ave & Hopkins St,0,0,0,0,2,0,1,5,10,6,5,4,-2,-7,1,-6,-3,-5,-1,-5,-1,-1,0,0,0,0,0,0,2,0,1,5,10,6,7,8,8,13,7,6,3,7,1,5,1,1,0,2
47 Ave & 31 St,0,0,0,0,0,0,0,0,2,4,2,2,-1,0,1,-2,-2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,3,8,12,2,6,3,0,3,6,2,5,8,1,2,0,0,0
McKibbin St & Manhattan Ave,2,1,0,0,0,0,0,0,-5,-12,-4,0,-2,0,-2,1,1,8,-1,7,5,3,4,2,2,3,0,0,0,0,0,0,5,12,7,2,4,4,4,3,6,8,5,7,7,5,7,2
9 St & 44 Rd,0,-1,1,-1,0,0,0,5,-1,4,-1,1,-2,-3,2,2,1,-2,-3,-1,0,1,-2,-2,0,1,1,1,0,0,0,5,3,10,5,3,2,3,4,4,3,8,5,3,0,1,4,2
Nostrand Ave & Myrtle Ave,-4,2,2,-1,0,0,0,0,0,-4,-2,0,0,4,-3,-1,-1,1,3,-1,5,1,2,-2,4,2,2,1,0,0,0,0,2,4,2,0,0,6,5,3,7,1,3,5,9,7,6,4
Marcy Ave & Lafayette Ave,-1,0,0,0,0,0,0,1,-5,-1,0,-1,1,-1,-2,-1,1,1,2,-1,2,3,0,2,1,0,0,0,0,0,0,1,5,3,0,1,1,1,3,3,1,5,2,1,2,3,0,2
E 2 St & 2 Ave,-5,1,2,-3,0,-4,-6,-5,-14,-36,-14,-4,-3,11,2,34,5,37,16,0,2,-7,-9,-19,22,3,8,3,0,4,20,44,88,68,46,38,59,55,52,97,72,106,78,62,62,41,35,41
Pulaski St & Marcus Garvey Blvd,1,2,0,0,0,0,2,2,0,0,0,2,-2,-3,-8,-2,1,1,-2,2,0,5,2,3,1,2,0,0,0,0,2,2,0,2,4,4,2,3,8,2,1,5,4,6,0,5,4,3
Throop Ave & Myrtle Ave,-2,0,0,2,0,0,-1,1,-2,-1,0,-1,-1,-2,-5,-2,1,0,-1,4,2,-1,0,2,2,0,0,2,0,0,1,1,2,3,2,1,7,2,5,2,1,2,5,6,4,3,0,2
NYCBS Depot - DEL,0,0,1,0,0,0,0,0,0,3,4,0,1,2,1,3,0,1,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0,3,4,0,1,2,1,3,0,1,1,1,2,0,0,0
NYCBS Depot - FAR,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,1,5,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,1,5,2,0,0,0,0
W 76 St & Columbus Ave,0,-1,0,0,0,-2,-2,-11,-19,-1,0,1,-2,2,0,-2,8,2,0,-5,-2,2,2,7,2,3,0,0,0,2,4,15,21,7,6,1,12,8,21,8,16,17,10,13,10,6,4,7
48 Ave & 5 St,0,-2,0,0,0,0,-1,0,-3,1,2,2,0,-2,-1,-1,2,-1,2,2,4,2,0,-1,3,2,0,0,0,0,1,0,3,3,2,2,3,2,3,3,3,5,4,4,5,8,0,1
NYCBS Depot - STY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Warren St,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Marcy Ave & MacDonough St,0,-1,0,0,0,0,0,-2,-2,0,0,-1,-3,2,0,-1,2,-3,-1,0,-1,0,2,0,2,1,0,0,0,0,0,2,2,0,0,1,3,6,1,3,2,3,3,2,1,2,2,2
1 Ave & E 44 St,-3,0,0,0,0,1,9,4,50,18,-2,-1,-8,3,6,-6,3,-42,-10,-2,0,1,1,-3,5,0,0,0,0,1,9,28,76,28,15,27,22,28,24,22,41,82,38,22,10,15,11,5
Central Park West & W 85 St,-1,0,0,0,0,0,-3,-9,-20,-6,3,-2,3,10,19,6,-31,-1,12,7,4,3,0,3,5,2,0,0,0,0,3,17,28,20,13,41,30,51,57,79,78,51,42,17,14,9,0,19
E 47 St & 1 Ave,-1,1,1,0,0,-1,1,0,7,35,8,-2,-6,0,2,-3,-2,4,-15,-16,-2,0,-2,3,1,1,1,0,0,1,1,4,17,55,18,6,12,12,14,21,18,34,35,30,4,2,4,5
5 Ave & E 78 St,0,3,0,1,0,1,0,3,-3,-4,11,17,-12,8,0,-16,4,-9,0,-7,1,4,7,9,0,3,0,1,0,1,0,9,11,20,39,29,29,45,72,60,55,30,18,17,11,10,7,13
East End Ave & E 86 St,0,0,0,0,0,0,-2,-3,-2,-3,1,1,-1,1,0,3,2,1,3,-2,0,-1,0,0,0,0,0,0,0,0,2,3,3,3,1,3,1,6,4,4,4,5,6,10,1,1,0,0
Huron St & Franklin St,-1,0,0,0,0,0,0,0,-1,0,-1,1,1,-1,0,-1,0,1,0,2,-3,-2,0,2,2,0,0,0,0,0,0,0,1,2,1,1,5,3,0,1,4,1,2,2,3,2,0,2
W 78 St & Broadway,0,0,0,0,0,0,0,0,0,0,1,0,2,-1,4,-3,7,0,-1,-3,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3,6,6,7,2,1,5,4,1,0,0
